employee_ssn,employee_role,employee_birth_date,employee_hire_date,employee_termination_date,employee_gross_compensation,employee_plan_year_compensation,employee_capped_compensation,employee_deferral_rate,employee_contribution,employer_core_contribution,employer_match_contribution,eligibility_entry_date,is_eligible,is_participating
DUMMY_EX_618473_009171,Staff,1977-07-20,2016-11-09,,64029.7,64029.7,64029.7,0,0.0,0.0,0.0,2016-11-09,True,False
DUMMY_EX_102392_009172,Staff,1996-01-25,2019-11-15,,46922.4,46922.4,46922.4,4,24000.0,0.0,1407.672,2019-11-15,True,True
DUMMY_EX_458867_009173,Staff,1990-11-08,2019-12-19,,48660.46,48660.46,48660.46,5,24000.0,0.0,1459.8138,2019-12-19,True,True
DUMMY_EX_283451_009174,Manager,1967-12-24,2003-02-22,,107510.89,107510.89,107510.89,3,24000.0,0.0,3225.3267,2003-02-22,True,True
DUMMY_EX_454232_009175,Staff,1963-02-25,2012-12-21,,69701.86,69701.86,69701.86,3,24000.0,0.0,2091.0558,2012-12-21,True,True
DUMMY_EX_998715_009176,Manager,1973-10-13,2021-07-04,,112046.22,112046.22,112046.22,10,24000.0,0.0,3361.3866,2021-07-04,True,True
DUMMY_EX_774941_009177,Manager,1974-11-11,2022-10-05,,90320.6,90320.6,90320.6,3,24000.0,0.0,2709.618,2022-10-05,True,True
DUMMY_EX_661595_009178,Staff,1972-10-15,2018-07-22,,56417.68,56417.68,56417.68,3,24000.0,0.0,1692.5303999999999,2018-07-22,True,True
DUMMY_EX_404159_009179,Staff,1974-02-03,2020-02-24,,43969.8,43969.8,43969.8,5,24000.0,0.0,1319.094,2020-02-24,True,True
DUMMY_EX_999986_009180,Staff,1983-01-14,2011-03-22,,57731.17,57731.17,57731.17,10,24000.0,0.0,1731.9351,2011-03-22,True,True
DUMMY_EX_699587_009181,Staff,1980-08-23,2009-11-16,,64931.04,64931.04,64931.04,5,24000.0,0.0,1947.9312,2009-11-16,True,True
DUMMY_EX_278138_009182,Staff,1976-04-21,2015-09-29,,47979.29,47979.29,47979.29,10,24000.0,0.0,1439.3787,2015-09-29,True,True
DUMMY_EX_658682_009183,Staff,1995-02-07,2022-03-09,,43688.63,43688.63,43688.63,4,24000.0,0.0,1310.6589,2022-03-09,True,True
DUMMY_EX_304194_009184,Staff,1971-02-27,2019-01-04,,43125.98,43125.98,43125.98,5,24000.0,0.0,1293.7794000000001,2019-01-04,True,True
DUMMY_EX_684445_009185,Staff,1990-10-04,2012-04-11,,45264.12,45264.12,45264.12,4,24000.0,0.0,1357.9236,2012-04-11,True,True
DUMMY_EX_421557_009186,Staff,1989-07-10,2018-12-09,,46344.07,46344.07,46344.07,3,24000.0,0.0,1390.3220999999999,2018-12-09,True,True
DUMMY_EX_296511_009187,Staff,1970-01-23,2014-06-19,,73074.26,73074.26,73074.26,10,24000.0,0.0,2192.2277999999997,2014-06-19,True,True
DUMMY_EX_328146_009188,Staff,1981-12-04,2023-07-11,,59042.81,59042.81,59042.81,5,24000.0,0.0,1771.2842999999998,2023-07-11,True,True
DUMMY_EX_955330_009189,Staff,1990-09-20,2012-12-13,,62223.73,62223.73,62223.73,3,24000.0,0.0,1866.7119,2012-12-13,True,True
DUMMY_EX_537027_009190,Staff,1981-03-17,2009-07-13,,59515.63,59515.63,59515.63,3,24000.0,0.0,1785.4688999999998,2009-07-13,True,True
DUMMY_EX_481510_009191,Manager,1981-12-20,2015-06-11,,99410.12,99410.12,99410.12,0,0.0,0.0,0.0,2015-06-11,True,False
DUMMY_EX_587801_009192,Executive,1987-08-23,2019-03-21,,165854.42,165854.42,165854.42,0,0.0,0.0,0.0,2019-03-21,True,False
DUMMY_EX_270140_009193,Staff,1992-01-02,2022-04-29,,44421.09,44421.09,44421.09,4,24000.0,0.0,1332.6326999999999,2022-04-29,True,True
DUMMY_EX_855372_009194,Manager,1976-04-18,2022-06-21,,117750.42,117750.42,117750.42,5,24000.0,0.0,3532.5126,2022-06-21,True,True
DUMMY_EX_309621_009195,Executive,1981-07-08,2021-04-06,,245768.12,245768.12,245768.12,3,24000.0,0.0,7373.0436,2021-04-06,True,True
DUMMY_EX_419949_009196,Staff,1983-09-10,2016-06-05,,35704.92,35704.92,35704.92,4,24000.0,0.0,1071.1476,2016-06-05,True,True
DUMMY_EX_267238_009197,Executive,1988-07-02,2016-11-28,,408340.86,408340.86,355000.0,3,24000.0,0.0,10650.0,2016-11-28,True,True
DUMMY_EX_206050_009198,Manager,1971-04-10,2015-09-20,,130669.05,130669.05,130669.05,3,24000.0,0.0,3920.0715,2015-09-20,True,True
DUMMY_EX_551248_009199,Manager,1976-12-15,2022-05-11,,141367.83,141367.83,141367.83,6,24000.0,0.0,4241.0349,2022-05-11,True,True
DUMMY_EX_139600_009200,Staff,1987-03-08,2019-11-07,,45385.94,45385.94,45385.94,5,24000.0,0.0,1361.5782,2019-11-07,True,True
DUMMY_EX_136988_009201,Staff,2003-12-18,2024-12-31,2024-12-31,50979.15,50979.15,50979.15,3,24000.0,0.0,0.0,2024-12-31,False,True
DUMMY_EX_553233_009202,Staff,1976-10-13,2013-04-07,,79686.44,79686.44,79686.44,4,24000.0,0.0,2390.5932,2013-04-07,True,True
DUMMY_EX_231843_009203,Staff,1993-10-10,2015-10-16,,59905.22,59905.22,59905.22,7,24000.0,0.0,1797.1566,2015-10-16,True,True
DUMMY_EX_997457_009204,Manager,1987-06-24,2024-01-30,,84965.54,84965.54,84965.54,3,24000.0,0.0,2548.9662,2024-01-30,True,True
DUMMY_EX_923671_009205,Staff,1982-10-02,2016-04-06,,42336.32,42336.32,42336.32,0,0.0,0.0,0.0,2016-04-06,True,False
DUMMY_EX_735927_009206,Staff,1976-08-19,2010-02-13,,69891.64,69891.64,69891.64,7,24000.0,0.0,2096.7491999999997,2010-02-13,True,True
DUMMY_EX_266855_009207,Staff,1986-08-07,2019-04-06,,67938.51,67938.51,67938.51,5,24000.0,0.0,2038.1552999999997,2019-04-06,True,True
DUMMY_EX_467871_009208,Manager,1982-07-11,2016-01-02,,118236.41,118236.41,118236.41,9,24000.0,0.0,3547.0923,2016-01-02,True,True
DUMMY_EX_360876_009209,Staff,1972-03-09,2018-04-20,,57968.2,57968.2,57968.2,3,24000.0,0.0,1739.0459999999998,2018-04-20,True,True
DUMMY_EX_319412_009210,Staff,1994-01-21,2023-08-17,,54781.53,54781.53,54781.53,3,24000.0,0.0,1643.4459,2023-08-17,True,True
DUMMY_EX_221935_009211,Staff,1977-09-26,2020-06-03,,49640.25,49640.25,49640.25,10,24000.0,0.0,1489.2075,2020-06-03,True,True
DUMMY_EX_329954_009212,Staff,1964-12-18,2021-09-30,,59218.2,59218.2,59218.2,4,24000.0,0.0,1776.5459999999998,2021-09-30,True,True
DUMMY_EX_961378_009213,Manager,2000-06-04,2024-01-28,,98856.11,98856.11,98856.11,3,24000.0,0.0,2965.6832999999997,2024-01-28,True,True
DUMMY_EX_338112_009214,Staff,1984-05-19,2017-11-15,,45413.68,45413.68,45413.68,3,24000.0,0.0,1362.4104,2017-11-15,True,True
DUMMY_EX_616914_009215,Staff,1983-03-11,2019-12-14,2024-01-13,41413.84,41413.84,41413.84,3,24000.0,0.0,0.0,2019-12-14,False,True
DUMMY_EX_442919_009216,Staff,1986-04-26,2010-05-26,,59525.33,59525.33,59525.33,3,24000.0,0.0,1785.7599,2010-05-26,True,True
DUMMY_EX_745386_009217,Staff,1997-02-03,2019-04-23,,35638.5,35638.5,35638.5,1,24000.0,0.0,1069.155,2019-04-23,True,True
DUMMY_EX_743055_009218,Staff,1975-12-18,2009-03-19,,57143.17,57143.17,57143.17,10,24000.0,0.0,1714.2950999999998,2009-03-19,True,True
DUMMY_EX_255161_009219,Executive,1978-03-05,2020-01-23,,191106.01,191106.01,191106.01,1,24000.0,0.0,5733.1803,2020-01-23,True,True
DUMMY_EX_985226_009220,Staff,1980-02-24,2024-07-20,,44597.29,44597.29,44597.29,3,24000.0,0.0,1337.9187,2024-07-20,True,True
DUMMY_EX_468885_009221,Staff,1976-04-09,2013-11-24,,47583.97,47583.97,47583.97,7,24000.0,0.0,1427.5191,2013-11-24,True,True
DUMMY_EX_235698_009222,Manager,1979-11-15,2015-07-26,,115153.65,115153.65,115153.65,10,24000.0,0.0,3454.6094999999996,2015-07-26,True,True
DUMMY_EX_297409_009223,Staff,1982-05-02,2016-07-15,,52794.24,52794.24,52794.24,3,24000.0,0.0,1583.8272,2016-07-15,True,True
DUMMY_EX_426994_009224,Staff,1994-08-16,2017-08-29,,47065.49,47065.49,47065.49,3,24000.0,0.0,1411.9647,2017-08-29,True,True
DUMMY_EX_349456_009225,Staff,1970-12-11,2007-06-14,,69027.72,69027.72,69027.72,4,24000.0,0.0,2070.8316,2007-06-14,True,True
DUMMY_EX_414289_009226,Staff,1988-10-03,2020-04-12,,52978.46,52978.46,52978.46,5,24000.0,0.0,1589.3537999999999,2020-04-12,True,True
DUMMY_EX_390759_009227,Staff,1991-09-23,2016-10-23,,65880.85,65880.85,65880.85,5,24000.0,0.0,1976.4255,2016-10-23,True,True
DUMMY_EX_433700_009228,Staff,1983-04-04,2011-06-16,,59809.53,59809.53,59809.53,2,24000.0,0.0,1794.2858999999999,2011-06-16,True,True
DUMMY_EX_385310_009229,Staff,1975-05-12,2019-04-19,,60244.36,60244.36,60244.36,4,24000.0,0.0,1807.3308,2019-04-19,True,True
DUMMY_EX_384449_009230,Staff,1986-08-24,2023-05-23,,49477.59,49477.59,49477.59,3,24000.0,0.0,1484.3276999999998,2023-05-23,True,True
DUMMY_EX_234973_009231,Executive,1985-01-21,2018-11-11,,276684.05,276684.05,276684.05,3,24000.0,0.0,8300.521499999999,2018-11-11,True,True
DUMMY_EX_633937_009232,Manager,1978-08-25,2014-09-24,,125077.12,125077.12,125077.12,0,0.0,0.0,0.0,2014-09-24,True,False
DUMMY_EX_284945_009233,Staff,1980-06-11,2020-07-07,,46396.02,46396.02,46396.02,1,24000.0,0.0,1391.8806,2020-07-07,True,True
DUMMY_EX_843382_009234,Staff,1989-09-19,2018-03-30,,40300.89,40300.89,40300.89,0,0.0,0.0,0.0,2018-03-30,True,False
DUMMY_EX_830701_009235,Staff,1984-09-19,2018-01-08,,41816.74,41816.74,41816.74,9,24000.0,0.0,1254.5022,2018-01-08,True,True
DUMMY_EX_659835_009236,Staff,1981-09-01,2024-06-28,2024-10-12,56012.3,56012.3,56012.3,3,24000.0,0.0,0.0,2024-06-28,False,True
DUMMY_EX_128383_009237,Staff,2000-12-02,2022-05-12,,51249.12,51249.12,51249.12,0,0.0,0.0,0.0,2022-05-12,True,False
DUMMY_EX_943513_009238,Staff,1993-10-25,2015-05-24,,50720.42,50720.42,50720.42,0,0.0,0.0,0.0,2015-05-24,True,False
DUMMY_EX_288269_009239,Staff,1997-03-16,2022-10-16,,45434.63,45434.63,45434.63,4,24000.0,0.0,1363.0388999999998,2022-10-16,True,True
DUMMY_EX_701079_009240,Manager,1995-07-23,2024-07-16,,83527.21,83527.21,83527.21,3,24000.0,0.0,2505.8163,2024-07-16,True,True
DUMMY_EX_385049_009241,Staff,1997-08-28,2019-08-01,,37566.14,37566.14,37566.14,0,0.0,0.0,0.0,2019-08-01,True,False
DUMMY_EX_288941_009242,Staff,1995-10-14,2022-02-01,,63276.09,63276.09,63276.09,3,24000.0,0.0,1898.2826999999997,2022-02-01,True,True
DUMMY_EX_816449_009243,Manager,1980-01-18,2011-05-18,,170312.48,170312.48,170312.48,3,24000.0,0.0,5109.3744,2011-05-18,True,True
DUMMY_EX_381571_009244,Manager,1974-11-06,2014-04-22,,118780.15,118780.15,118780.15,4,24000.0,0.0,3563.4044999999996,2014-04-22,True,True
DUMMY_EX_464875_009245,Staff,1987-02-18,2015-03-26,,48621.95,48621.95,48621.95,3,24000.0,0.0,1458.6584999999998,2015-03-26,True,True
DUMMY_EX_715457_009246,Staff,1978-12-17,2019-03-31,,43224.44,43224.44,43224.44,3,24000.0,0.0,1296.7332000000001,2019-03-31,True,True
DUMMY_EX_600755_009247,Staff,1985-04-23,2024-01-02,,30000.0,30000.0,30000.0,5,24000.0,0.0,900.0,2024-01-02,True,True
DUMMY_EX_798979_009248,Staff,1995-10-06,2019-10-15,,40257.74,40257.74,40257.74,6,24000.0,0.0,1207.7322,2019-10-15,True,True
DUMMY_EX_992996_009249,Staff,1976-05-21,2024-02-27,,47234.65,47234.65,47234.65,3,24000.0,0.0,1417.0395,2024-02-27,True,True
DUMMY_EX_686156_009250,Staff,1995-10-02,2021-06-04,,41468.28,41468.28,41468.28,3,24000.0,0.0,1244.0484,2021-06-04,True,True
DUMMY_EX_939863_009251,Manager,1991-02-07,2018-06-25,,110077.82,110077.82,110077.82,3,24000.0,0.0,3302.3346,2018-06-25,True,True
DUMMY_EX_880928_009252,Staff,1974-08-08,2014-12-16,,82970.82,82970.82,82970.82,10,24000.0,0.0,2489.1246,2014-12-16,True,True
DUMMY_EX_364460_009253,Staff,1981-05-09,2015-05-26,,44267.78,44267.78,44267.78,0,0.0,0.0,0.0,2015-05-26,True,False
DUMMY_EX_347760_009254,Staff,1989-02-23,2019-02-01,,51123.18,51123.18,51123.18,3,24000.0,0.0,1533.6954,2019-02-01,True,True
DUMMY_EX_322054_009255,Manager,1986-05-08,2016-05-22,,125455.14,125455.14,125455.14,3,24000.0,0.0,3763.6542,2016-05-22,True,True
DUMMY_EX_835543_009256,Manager,1987-07-18,2012-04-08,,70585.75,70585.75,70585.75,0,0.0,0.0,0.0,2012-04-08,True,False
DUMMY_EX_305038_009257,Staff,1976-11-28,2016-02-10,,45321.02,45321.02,45321.02,3,24000.0,0.0,1359.6306,2016-02-10,True,True
DUMMY_EX_569879_009258,Staff,1992-10-09,2024-11-25,2024-12-28,42251.32,42251.32,42251.32,10,24000.0,0.0,0.0,2024-11-25,False,True
DUMMY_EX_367147_009259,Staff,1993-07-17,2015-04-20,,42539.68,42539.68,42539.68,5,24000.0,0.0,1276.1904,2015-04-20,True,True
DUMMY_EX_440101_009260,Staff,1985-06-16,2017-10-25,2024-12-16,57606.67,57606.67,57606.67,10,24000.0,0.0,0.0,2017-10-25,False,True
DUMMY_EX_623085_009261,Staff,1983-02-19,2017-11-05,,62081.28,62081.28,62081.28,5,24000.0,0.0,1862.4384,2017-11-05,True,True
DUMMY_EX_738800_009262,Staff,1974-07-25,2012-05-20,,44898.0,44898.0,44898.0,0,0.0,0.0,0.0,2012-05-20,True,False
DUMMY_EX_379964_009263,Manager,2000-12-13,2023-09-29,,104047.55,104047.55,104047.55,3,24000.0,0.0,3121.4265,2023-09-29,True,True
DUMMY_EX_974673_009264,Staff,1976-02-17,2018-02-08,,45807.29,45807.29,45807.29,6,24000.0,0.0,1374.2187,2018-02-08,True,True
DUMMY_EX_394712_009265,Staff,1998-12-14,2022-11-15,,65528.97,65528.97,65528.97,1,24000.0,0.0,1965.8691,2022-11-15,True,True
DUMMY_EX_803667_009266,Manager,1984-03-25,2006-12-06,,99584.52,99584.52,99584.52,0,0.0,0.0,0.0,2006-12-06,True,False
DUMMY_EX_480968_009267,Staff,1984-05-28,2024-01-04,,53214.23,53214.23,53214.23,3,24000.0,0.0,1596.4269,2024-01-04,True,True
DUMMY_EX_951607_009268,Staff,1982-02-02,2008-02-02,,80755.22,80755.22,80755.22,3,24000.0,0.0,2422.6566,2008-02-02,True,True
DUMMY_EX_337858_009269,Manager,1993-02-19,2016-02-26,,95251.46,95251.46,95251.46,7,24000.0,0.0,2857.5438,2016-02-26,True,True
DUMMY_EX_783710_009270,Staff,1983-05-08,2015-10-31,,45241.95,45241.95,45241.95,4,24000.0,0.0,1357.2585,2015-10-31,True,True
DUMMY_EX_398928_009271,Staff,1982-10-17,2022-06-08,,44745.44,44745.44,44745.44,3,24000.0,0.0,1342.3632,2022-06-08,True,True
DUMMY_EX_405746_009272,Manager,1993-10-02,2018-02-15,,100767.09,100767.09,100767.09,3,24000.0,0.0,3023.0126999999998,2018-02-15,True,True
DUMMY_EX_696568_009273,Staff,1988-08-26,2019-10-21,,47505.93,47505.93,47505.93,1,24000.0,0.0,1425.1779,2019-10-21,True,True
DUMMY_EX_712286_009274,Staff,1987-11-10,2022-11-22,,34534.86,34534.86,34534.86,5,24000.0,0.0,1036.0457999999999,2022-11-22,True,True
DUMMY_EX_633354_009275,Staff,1976-03-05,2020-05-18,,45527.84,45527.84,45527.84,3,24000.0,0.0,1365.8351999999998,2020-05-18,True,True
DUMMY_EX_334300_009276,Staff,1976-08-21,2012-03-11,,45430.18,45430.18,45430.18,9,24000.0,0.0,1362.9053999999999,2012-03-11,True,True
DUMMY_EX_905470_009277,Manager,1981-05-16,2019-05-23,,73114.27,73114.27,73114.27,3,24000.0,0.0,2193.4281,2019-05-23,True,True
DUMMY_EX_419423_009278,Staff,1973-01-06,2010-07-30,,41206.88,41206.88,41206.88,4,24000.0,0.0,1236.2063999999998,2010-07-30,True,True
DUMMY_EX_680356_009279,Staff,1991-04-15,2014-04-23,,58769.91,58769.91,58769.91,10,24000.0,0.0,1763.0973000000001,2014-04-23,True,True
DUMMY_EX_924215_009280,Staff,2000-11-17,2024-02-23,2024-10-18,47880.64,47880.64,47880.64,3,24000.0,0.0,0.0,2024-02-23,False,True
DUMMY_EX_863710_009281,Manager,1985-03-06,2010-03-02,,105332.55,105332.55,105332.55,1,24000.0,0.0,3159.9764999999998,2010-03-02,True,True
DUMMY_EX_398760_009282,Manager,1995-06-19,2023-07-16,2024-11-27,105052.18,105052.18,105052.18,3,24000.0,0.0,0.0,2023-07-16,False,True
DUMMY_EX_239206_009283,Executive,1978-11-24,2021-11-24,,257730.58,257730.58,257730.58,3,24000.0,0.0,7731.917399999999,2021-11-24,True,True
DUMMY_EX_446414_009284,Staff,1983-06-20,2021-09-22,,51603.15,51603.15,51603.15,5,24000.0,0.0,1548.0945,2021-09-22,True,True
DUMMY_EX_340576_009285,Staff,1990-11-04,2021-01-26,,49306.43,49306.43,49306.43,5,24000.0,0.0,1479.1929,2021-01-26,True,True
DUMMY_EX_398436_009286,Staff,1997-08-11,2020-07-29,,56488.15,56488.15,56488.15,1,24000.0,0.0,1694.6444999999999,2020-07-29,True,True
DUMMY_EX_200398_009287,Staff,1997-04-22,2019-05-18,,57751.33,57751.33,57751.33,3,24000.0,0.0,1732.5399,2019-05-18,True,True
DUMMY_EX_479829_009288,Staff,1984-09-01,2010-05-08,,75030.59,75030.59,75030.59,1,24000.0,0.0,2250.9177,2010-05-08,True,True
DUMMY_EX_410312_009289,Staff,1970-09-15,2016-07-06,,58965.75,58965.75,58965.75,0,0.0,0.0,0.0,2016-07-06,True,False
DUMMY_EX_941864_009290,Staff,1978-01-22,2019-04-02,,50448.8,50448.8,50448.8,8,24000.0,0.0,1513.464,2019-04-02,True,True
DUMMY_EX_822445_009291,Staff,1978-07-09,2024-07-06,,58453.74,58453.74,58453.74,10,24000.0,0.0,1753.6121999999998,2024-07-06,True,True
DUMMY_EX_285396_009292,Staff,1981-03-05,2017-08-22,,67682.9,67682.9,67682.9,3,24000.0,0.0,2030.4869999999999,2017-08-22,True,True
DUMMY_EX_284444_009293,Staff,1984-08-09,2016-06-15,,54335.39,54335.39,54335.39,3,24000.0,0.0,1630.0617,2016-06-15,True,True
DUMMY_EX_127204_009294,Staff,1974-09-05,2017-12-08,,54785.88,54785.88,54785.88,5,24000.0,0.0,1643.5764,2017-12-08,True,True
DUMMY_EX_289684_009295,Staff,1985-01-05,2020-10-23,,45123.32,45123.32,45123.32,7,24000.0,0.0,1353.6996,2020-10-23,True,True
DUMMY_EX_402522_009296,Staff,1974-02-12,2024-04-07,,33348.9,33348.9,33348.9,6,24000.0,0.0,1000.467,2024-04-07,True,True
DUMMY_EX_479410_009297,Staff,1985-03-28,2013-11-14,,48751.45,48751.45,48751.45,4,24000.0,0.0,1462.5434999999998,2013-11-14,True,True
DUMMY_EX_762477_009298,Staff,1968-01-20,2012-05-06,,54953.23,54953.23,54953.23,3,24000.0,0.0,1648.5969,2012-05-06,True,True
DUMMY_EX_982861_009299,Staff,1969-06-08,2022-10-24,,50803.7,50803.7,50803.7,7,24000.0,0.0,1524.1109999999999,2022-10-24,True,True
DUMMY_EX_436189_009300,Manager,1976-08-01,2019-04-13,,100850.8,100850.8,100850.8,6,24000.0,0.0,3025.524,2019-04-13,True,True
DUMMY_EX_945119_009301,Staff,1972-12-15,2023-01-28,,83472.29,83472.29,83472.29,3,24000.0,0.0,2504.1686999999997,2023-01-28,True,True
DUMMY_EX_822091_009302,Staff,1991-09-17,2022-04-12,,43661.66,43661.66,43661.66,1,24000.0,0.0,1309.8498,2022-04-12,True,True
DUMMY_EX_778597_009303,Staff,1977-07-25,2009-04-02,,53275.62,53275.62,53275.62,5,24000.0,0.0,1598.2686,2009-04-02,True,True
DUMMY_EX_374573_009304,Staff,1990-09-06,2022-07-11,,44145.63,44145.63,44145.63,0,0.0,0.0,0.0,2022-07-11,True,False
DUMMY_EX_900477_009305,Executive,1996-06-23,2021-05-07,,323376.98,323376.98,323376.98,0,0.0,0.0,0.0,2021-05-07,True,False
DUMMY_EX_636401_009306,Staff,1998-05-07,2022-08-30,,44510.4,44510.4,44510.4,5,24000.0,0.0,1335.312,2022-08-30,True,True
DUMMY_EX_420145_009307,Staff,1984-03-25,2017-01-04,,66348.72,66348.72,66348.72,0,0.0,0.0,0.0,2017-01-04,True,False
DUMMY_EX_357142_009308,Staff,1984-11-27,2021-06-06,,52671.87,52671.87,52671.87,5,24000.0,0.0,1580.1561,2021-06-06,True,True
DUMMY_EX_183506_009309,Staff,1983-05-18,2022-10-14,,40745.91,40745.91,40745.91,3,24000.0,0.0,1222.3773,2022-10-14,True,True
DUMMY_EX_135280_009310,Executive,1989-12-25,2015-05-05,,263859.8,263859.8,263859.8,9,24000.0,0.0,7915.793999999999,2015-05-05,True,True
DUMMY_EX_144573_009311,Staff,1976-12-04,2015-09-08,,66411.55,66411.55,66411.55,3,24000.0,0.0,1992.3465,2015-09-08,True,True
DUMMY_EX_362675_009312,Staff,1984-06-16,2014-10-03,,67785.16,67785.16,67785.16,3,24000.0,0.0,2033.5548000000001,2014-10-03,True,True
DUMMY_EX_216105_009313,Manager,1988-02-21,2017-08-07,,87981.68,87981.68,87981.68,3,24000.0,0.0,2639.4503999999997,2017-08-07,True,True
DUMMY_EX_875721_009314,Staff,1980-05-12,2016-06-30,,65183.98,65183.98,65183.98,3,24000.0,0.0,1955.5194000000001,2016-06-30,True,True
DUMMY_EX_611241_009315,Staff,1986-01-25,2009-11-05,,62521.44,62521.44,62521.44,2,24000.0,0.0,1875.6432,2009-11-05,True,True
DUMMY_EX_902415_009316,Manager,1972-11-12,2015-08-06,,172979.73,172979.73,172979.73,3,24000.0,0.0,5189.3919000000005,2015-08-06,True,True
DUMMY_EX_887597_009317,Staff,1981-03-26,2021-04-10,,50982.59,50982.59,50982.59,3,24000.0,0.0,1529.4777,2021-04-10,True,True
DUMMY_EX_664454_009318,Staff,1989-05-19,2018-05-28,,38594.11,38594.11,38594.11,3,24000.0,0.0,1157.8233,2018-05-28,True,True
DUMMY_EX_461827_009319,Manager,1995-05-25,2018-03-20,,104459.36,104459.36,104459.36,3,24000.0,0.0,3133.7808,2018-03-20,True,True
DUMMY_EX_119913_009320,Staff,1985-11-13,2021-11-26,,48389.33,48389.33,48389.33,9,24000.0,0.0,1451.6799,2021-11-26,True,True
DUMMY_EX_311926_009321,Staff,1995-04-15,2017-03-02,,38237.84,38237.84,38237.84,9,24000.0,0.0,1147.1352,2017-03-02,True,True
DUMMY_EX_230261_009322,Manager,1960-03-14,2016-11-19,,113828.94,113828.94,113828.94,6,24000.0,0.0,3414.8682,2016-11-19,True,True
DUMMY_EX_398062_009323,Staff,1981-06-15,2022-11-12,,39717.11,39717.11,39717.11,4,24000.0,0.0,1191.5133,2022-11-12,True,True
DUMMY_EX_976691_009324,Staff,1998-08-25,2020-12-30,,33110.22,33110.22,33110.22,3,24000.0,0.0,993.3066,2020-12-30,True,True
DUMMY_EX_288071_009325,Manager,1989-04-18,2019-10-10,,65000.0,65000.0,65000.0,4,24000.0,0.0,1950.0,2019-10-10,True,True
DUMMY_EX_618438_009326,Staff,1983-05-22,2020-09-15,,48441.58,48441.58,48441.58,1,24000.0,0.0,1453.2474,2020-09-15,True,True
DUMMY_EX_888444_009327,Manager,1987-06-18,2021-12-11,,107680.86,107680.86,107680.86,10,24000.0,0.0,3230.4258,2021-12-11,True,True
DUMMY_EX_308228_009328,Manager,1981-12-24,2018-04-01,,86479.64,86479.64,86479.64,3,24000.0,0.0,2594.3892,2018-04-01,True,True
DUMMY_EX_802739_009329,Staff,1987-07-17,2017-08-17,,49187.39,49187.39,49187.39,0,0.0,0.0,0.0,2017-08-17,True,False
DUMMY_EX_714906_009330,Staff,1996-09-13,2023-10-29,2024-06-14,35768.48,35768.48,35768.48,3,24000.0,0.0,0.0,2023-10-29,False,True
DUMMY_EX_984109_009331,Staff,1982-12-05,2011-06-07,,56870.73,56870.73,56870.73,0,0.0,0.0,0.0,2011-06-07,True,False
DUMMY_EX_455474_009332,Staff,1971-07-20,2021-03-21,,47325.2,47325.2,47325.2,6,24000.0,0.0,1419.7559999999999,2021-03-21,True,True
DUMMY_EX_707938_009333,Staff,1970-05-27,2009-07-04,,60318.1,60318.1,60318.1,10,24000.0,0.0,1809.543,2009-07-04,True,True
DUMMY_EX_256292_009334,Staff,1989-07-27,2021-04-06,,52442.46,52442.46,52442.46,3,24000.0,0.0,1573.2738,2021-04-06,True,True
DUMMY_EX_595147_009335,Staff,1975-09-06,2010-05-23,,38978.05,38978.05,38978.05,3,24000.0,0.0,1169.3415,2010-05-23,True,True
DUMMY_EX_174717_009336,Staff,1990-01-26,2016-07-10,,71327.13,71327.13,71327.13,3,24000.0,0.0,2139.8139,2016-07-10,True,True
DUMMY_EX_158199_009337,Staff,1991-10-03,2013-02-13,,53307.54,53307.54,53307.54,8,24000.0,0.0,1599.2262,2013-02-13,True,True
DUMMY_EX_845427_009338,Manager,1977-01-23,2009-01-26,,117026.03,117026.03,117026.03,10,24000.0,0.0,3510.7808999999997,2009-01-26,True,True
DUMMY_EX_103535_009339,Staff,1988-11-14,2024-03-08,,61046.04,61046.04,61046.04,6,24000.0,0.0,1831.3812,2024-03-08,True,True
DUMMY_EX_476887_009340,Staff,1986-02-22,2021-05-07,,59675.48,59675.48,59675.48,6,24000.0,0.0,1790.2644,2021-05-07,True,True
DUMMY_EX_161340_009341,Manager,1979-12-21,2013-07-28,,121947.17,121947.17,121947.17,0,0.0,0.0,0.0,2013-07-28,True,False
DUMMY_EX_907170_009342,Staff,2001-03-19,2023-07-24,,34553.04,34553.04,34553.04,3,24000.0,0.0,1036.5912,2023-07-24,True,True
DUMMY_EX_795689_009343,Staff,1996-08-05,2019-08-10,,42988.57,42988.57,42988.57,3,24000.0,0.0,1289.6571,2019-08-10,True,True
DUMMY_EX_416698_009344,Staff,1968-03-01,2014-02-24,,73245.39,73245.39,73245.39,9,24000.0,0.0,2197.3617,2014-02-24,True,True
DUMMY_EX_726147_009345,Staff,1969-10-27,2020-06-21,,45050.02,45050.02,45050.02,1,24000.0,0.0,1351.5005999999998,2020-06-21,True,True
DUMMY_EX_417837_009346,Manager,1986-05-25,2015-01-19,,166333.93,166333.93,166333.93,0,0.0,0.0,0.0,2015-01-19,True,False
DUMMY_EX_309610_009347,Staff,1985-09-10,2012-12-26,,40590.69,40590.69,40590.69,4,24000.0,0.0,1217.7207,2012-12-26,True,True
DUMMY_EX_362021_009348,Staff,1985-06-21,2013-04-16,,66597.76,66597.76,66597.76,3,24000.0,0.0,1997.9327999999998,2013-04-16,True,True
DUMMY_EX_992866_009349,Staff,1988-02-28,2024-05-29,,35165.99,35165.99,35165.99,5,24000.0,0.0,1054.9796999999999,2024-05-29,True,True
